Id,Pupil1,Pupil2,Pupil3,Pupil4,Pupil5,Pupil6,Pupil7,Pupil8,Pupil9,Pupil10,Pupil11,Pupil12,Pupil13,Pupil14,Pupil15,Pupil16,Pupil17,Pupil18,Pupil19,Pupil20,Pupil21,Pupil22,Pupil23,Pupil24,Pupil25,Pupil26,Pupil27,Pupil28,Pupil29,Pupil30,Pupil31,Pupil32,Pupil33,Pupil34,Pupil35,Pupil36,Pupil37,Pupil38,Pupil39,Pupil40,Pupil41,Pupil42,Pupil43,Pupil44,Pupil45,Pupil46,Pupil47,Pupil48,Pupil49,Pupil50,Pupil51,Pupil52,Pupil53,Pupil54,Pupil55,Pupil56,Pupil57,Pupil58,Pupil59,Pupil60,HRV_value,HRV_class
1,12.634370986130822,13.624366745380618,13.604172768495665,13.716869422410086,13.27632903263509,13.834005878291048,13.903945144056575,12.157124704035098,14.76741760677011,13.271870037467538,12.255336533524437,13.631948814065272,13.423636020944304,13.18861880618586,14.04910077350016,13.152310376933329,14.163585851096327,13.424335566345462,13.037229947806726,13.691400800827912,12.457034574746181,13.71066748488361,13.113666285173743,13.180920703026196,14.401539612020173,12.607499483721542,13.015629635849843,14.453017211367143,13.728238587615218,14.200359927435382,12.653577097328675,13.234739580698976,13.786669052430788,13.048947928574625,14.303388638435772,13.757166325214133,12.692495356170129,13.367207509637936,12.937740291767327,13.72834412086078,13.694599129578423,14.640037527595727,13.63113078973999,13.552623683708804,13.061783029146564,13.788151472130918,14.006447851018924,13.700393898005334,12.598093202844739,13.601776414348192,14.074496354555642,13.732835597925696,12.609349003338117,13.553310164616255,14.765166903974219,13.780257885614102,13.164015074346203,13.987181257667501,14.243752356163116,13.660908263959698,58.18661685789087,1
2,13.9696992258444,13.643238633789405,13.994110778264105,14.049780536080009,13.976342573225589,12.907172530824933,13.632680769433144,13.831734399923123,13.56090568420528,13.952621105126134,12.944644552793042,14.889303479993359,13.24124483365761,14.225571340009346,15.870390245923955,13.707018030337368,13.45108911796344,13.106580729352414,13.847194187052372,14.069721596537907,13.397955556779086,13.999130048114537,13.728580770606387,13.220921388607497,13.807357113186178,13.028135104147829,13.728284399964634,12.595076139644616,13.367541148529089,13.389954011438535,13.92050109247223,13.852858320348556,14.17672660402196,13.978865465451374,14.071321061894608,14.07104809643623,14.783651473241505,14.34075922194538,14.809610001142008,15.155465002479573,12.970011207992195,13.160290083864474,13.799755394323439,14.826137959702491,14.167244553494404,13.466857466501562,13.318211902513923,14.653400280966281,14.484557280355645,15.11240652389588,13.835705791065228,14.417075195342573,13.143836606008467,13.961730881605616,14.04812627770757,13.520425138890001,13.642301398336958,14.090727071317488,14.177732552174408,14.546634173730274,66.7913041190022,1
3,10.840121683376431,10.899493322902197,10.74162441075048,10.815360961497612,10.729084955746162,10.281130579701236,10.752992901093501,10.768057462998536,10.975319050340977,10.65920550298843,10.868346408122791,10.652355826563616,10.856523944646565,10.619413013436303,10.722001740958756,10.70144132528384,11.029332336282707,10.937247840606839,10.50432777372849,10.588958392299592,10.928992041294055,11.168758010221598,10.762493000624692,10.55876568394578,10.489302508202895,10.549652850824048,10.602281682346538,10.850308634717116,10.56015176113689,10.792481596091047,10.832114398666079,10.582330722936032,10.655995299033751,10.343786116210154,10.56921963050885,10.545705566133522,10.56671658938886,10.562543422492459,10.713306386948378,10.439482269423609,10.462940410631937,10.704902997892994,10.833279021957608,10.451519502417158,10.60927261563836,10.874212368189982,10.552706931766105,10.714497088619327,10.760809631117688,10.714473535646837,10.645299683327213,10.821898929479719,10.597930903983528,10.864378568734404,10.718423984528727,10.266757925789813,10.849173652595297,10.531457590709106,10.70285738742995,10.708805739141338,26.02930798684952,0
4,12.909038798276258,12.819194286942004,13.234540698722213,13.360684990917575,13.54263220744038,12.467587443178742,12.22989901931877,12.881489914167162,13.044192624178265,12.971124703736233,13.005844068055557,13.403758844786468,12.492811520774826,13.202612943294298,12.433865763355472,12.620413750640928,12.756357919692006,11.741009262294435,12.585659867619292,13.421865673988407,13.231520697758167,11.69573724878681,12.860884452669188,12.869243230555142,12.963119823646867,12.346129398793567,12.43097522322815,12.018423815052046,13.627901485057492,12.7039517353264,12.808431786637739,12.32542118134069,13.207187868595394,12.1537402693395,12.450766819676502,12.991382240997195,12.573078721955365,11.917892635409151,12.011752207824868,12.678506016886363,12.266659964025989,12.725435960242526,13.119917066198521,12.385290127157258,11.771653151272707,13.441538112243856,13.048328921676983,13.249658856693062,13.383195539486573,13.153807858276783,11.694100277398725,12.404611336051309,14.38175739169782,12.579440632328524,11.846919638975523,11.71402085665257,13.0622923898276,12.97396748506358,12.96526700740816,11.779191624282426,41.98802618261879,1
5,11.190927776235968,11.10400679512997,11.517297812865303,10.894309006841144,11.177473793967955,11.115863341266492,11.135863125759245,11.10565494836408,10.794462851502507,10.638624284246317,10.903952098513608,11.215433189685655,10.904118424917343,10.8257773372232,11.067222288088441,11.076971662412035,10.870501921839724,10.958557664577798,10.908288185202496,10.965322562403504,11.145927748289866,10.775460186175996,11.046163194673715,11.219874026781595,11.202120361907495,10.987894310879774,11.579055706662805,11.073741991985571,11.016197893654015,10.986297875729088,10.894677080374882,11.40609218384897,11.2882558798859,10.993884061699008,11.427026581090555,11.413784357686323,11.215403148718478,11.024463789959968,11.18441883117692,11.53102015302038,11.336082866172488,11.297537560256451,10.829585998017876,11.243392465660323,11.238200917981233,11.2244004976,11.14608853559547,11.23888000697638,11.22976585458308,11.278593420900238,11.113044788815156,11.045407440709203,11.089567653723298,11.168114881352988,10.909266387202381,11.15693073759609,11.209711229624427,11.409210865120395,10.895801813306646,10.978504202297772,30.733739911575526,0
6,12.451352559994671,12.963778238471587,13.266527796346201,12.330806163234577,12.787714390025402,12.20957285725798,12.307250023509779,12.849031391638393,12.428047130583053,14.319197832901642,13.201545114052886,12.882697977244211,12.59553363960404,12.311493514650541,12.295438141181291,13.283258635878473,13.404141911642075,12.214720604796199,13.507227368204743,12.548482057562836,12.85513189498333,11.43254882252578,11.912216972530306,13.097406534302236,13.13922278352615,12.91392046800091,13.099088909568511,12.256183183956537,13.922930737510857,12.654608448647341,13.301179918213036,13.017632538118715,12.928809804609156,11.785048473855866,11.873045743856244,12.32749073021303,12.367882089839094,13.089953734551901,12.37956887770601,13.828286669998192,13.288688002034707,13.497122772279461,13.244728568099429,14.099030476818097,13.013657094294832,13.386574448863385,14.054473980009607,12.826083892103512,12.50967736899778,13.847683146839179,12.006774076082753,12.336587634552389,13.13627762273554,12.807642878500534,11.998781004752885,12.600827568165702,13.029973915182905,13.003520967679636,12.750452600976418,12.70497037520191,51.79765063826791,1
7,13.990315682742224,13.523845704322678,14.830413444673999,14.942781407413028,14.271640453539291,14.062180471786824,14.166804434895655,14.452183859507281,14.123038633548445,14.392907995634074,14.538553583110707,14.179246206071808,12.93543478164026,13.37756207602019,14.172855701857232,13.583430688212061,13.62725908648126,13.213975034839178,14.36177326821524,13.582729155945929,14.976287669173717,13.058981261913376,13.967124283476526,14.006286221772596,13.625664537951423,13.281742907224043,14.734505116511526,14.669779701367254,13.307844058894217,15.233673472060657,13.686872876183166,14.287523257492653,14.346957590641976,13.961775337400585,14.054941319170004,14.905125927023548,13.764764455172214,14.796502020647367,13.923727454827242,13.869020634748312,14.702975926723266,14.273274970651485,14.19342862338143,13.896116354565835,14.397426036052128,13.94924215541547,13.144951542586801,14.185501584939436,14.758685567934233,13.37207252848251,14.509802837073696,15.014443013720943,13.462969561335502,13.835453877152418,14.549241678166462,13.78548353571451,14.007082307896763,13.25025238922774,15.023648400448966,13.601604858696351,58.02423396949512,1
8,14.89837648989804,13.666355410429363,14.276318861974984,13.160692197813484,14.214899783712324,13.583129249468726,14.044864952393613,13.921925965771049,13.37871081144758,15.323454784672805,13.729705178876682,12.420367198640813,13.310819979769446,13.644638210030683,13.808644421461604,14.346520822415915,14.266393941063638,13.281417013763436,13.836454389123041,13.515877995776922,14.445747273741146,13.551305120472584,13.67220634787892,13.286252308659703,13.729211608133959,13.736331729439563,13.493532671848344,13.452185338125716,13.164860601810938,14.422707529469069,13.38566222690716,13.847791786895451,13.641474505181945,12.857574191832468,13.239965290953345,13.3493084005621,12.922533810047893,13.447170129247484,13.731002743718882,13.771227248673906,13.775327899537887,13.319086918151271,13.640247607077095,13.301741543380777,12.893829231703679,14.000774974279581,13.259370822836818,13.081595526746229,13.304092361167763,12.496004500902416,12.883938054435092,14.487896401279942,14.002906103056272,14.503761344410586,14.299478462523327,13.899325180021629,12.920437412688672,14.91126673954712,14.148645932745481,13.371886864330397,61.929756733354296,1
9,11.430796775911665,11.896941704968478,11.49764118751962,11.59720413401925,11.178304907321744,11.131600980921345,11.628050631240724,11.544332871809619,11.279627403747343,11.9036165839899,11.291803327078835,11.404310008463252,11.43790904735877,11.41621521016109,11.627085890907754,11.698220653169722,11.243650050415502,11.7513746169917,11.532155388090711,11.364762721314777,11.403858750185492,11.510968947521828,11.542580830392133,11.501650194647876,11.757225006925125,11.481109004262027,11.10985916823099,11.697834875477653,11.451031315861819,11.442274987652942,11.654231073297375,11.336306425115863,11.6403933814386,11.724161095654694,11.403328770873518,11.773769497612692,11.652251330947632,11.449455014350155,11.42593905201003,11.424949526903227,11.281866760843908,10.76412116324657,11.400225830925873,11.52302039208065,11.387994680821905,11.184243498076297,11.40266600311957,11.129321624243346,11.50731737136491,11.370132124252091,11.510415090102603,11.51245232452008,11.095617919738487,11.30431368342929,11.350762616567769,11.299866113059553,11.665906000056316,11.295026509211553,11.57060387379833,11.330683384345907,26.09897798341736,0
10,15.376177997571444,14.00734862228604,15.355365887304352,16.203826458319586,12.630813630087763,14.641937958200925,14.652104528479466,14.381867814692805,11.669213095131319,14.318014374875538,14.311170711893485,14.669601942176872,14.156061529769124,14.169358003108558,13.408963903070866,14.804204562711945,14.05083406097007,12.949925633646732,12.159840835561226,13.332952369626083,13.574719242963498,14.369072399522484,14.206261317909332,15.687068459875103,13.503855762269678,15.016951434501033,14.453625239476539,14.634858418099851,14.916568585223208,14.683018274289143,15.315131132385021,13.47889093501898,15.03451123260396,13.454286576466846,14.211893373428783,15.800131526325055,14.701555228685837,12.922181183811634,15.059831498890969,14.219689143064212,14.319053783008101,16.079571380885444,12.2533869359116,14.314665126467723,15.854586791702996,14.487809766581705,13.892991640234188,16.133776620028332,14.367971268555921,15.028765729572942,13.959858610043533,15.7904960077677,16.2498997174243,15.86109480320293,14.2813847032826,13.724970125292982,14.950778808559111,13.252044121314793,14.969261569296608,13.635632845898915,85.77445469986765,2
